Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zhao, YJ; Qin, YY; Da, XY; Weng, XJ; Gao, YY; Gao, GX; Su, YQ; Ding, SJ",,,,"Zhao, Yuanjun; Qin, Yanyang; Da, Xinyu; Weng, Xianjun; Gao, Yiyang; Gao, Guoxin; Su, Yaqiong; Ding, Shujiang",,,High Lithium Salt Content PVDF-Based Solid-State Composite Polymer Electrolyte Enhanced by h-BN Nanosheets,CHEMSUSCHEM,,,,,,,,,,,,"Due to the unique safety qualities, solid composite polymer electrolyte (SCPE) has achieved considerable attentions to fabricate high-energy-density lithium metal batteries, but its overall performance still has to be improved. Herein, a high lithium salt content poly(vinylidene fluoride) (PVDF)-based SCPE was developed, enhanced by hexagonal boron nitride (h-BN) nanosheets, presenting perfect electrochemical performance, fast ion transport, and efficient inhibition of lithium dendrite growth. The optimized SCPE (PVDF-L70-B5) could deliver high ionic conductivity (2.98x10(-4) S cm(-1)), ultra-high Li+ ion transfer number (0.62), wide electrochemical stability window (5.24 V), and strong mechanical strength (3.45 MPa) at room temperature. Density functional theory calculation further confirmed that the presence of h-BN could promote the dissociation of bis(trifluoromethanesulfonyl)imide lithium (LiTFSI) and the rapid transfer of Li+ ions. As a result, the assembled symmetric Li/Li battery and asymmetric Li/LiFePO4 battery using PVDF-L70-B5 SCPEs both exhibited high reversible capacity, long-term cycle stability, and high-rate performance when cycled at 60 or 30 degrees C. The designed SCPEs will open up a new route to synthesize solid-state lithium batteries with high energy density and high safety.",,,,,"Qin, Yanyang/JTT-8944-2023; Gao, Yiyang/JBJ-1666-2023; Ding, Shujiang/G-5025-2011; Yu, Wei/ABO-9815-2022; Zhao, Yuanjun/LTF-3282-2024","Ding, Shujiang/0000-0002-5683-0973;",,,,,,,,,,,,,1864-5631,1864-564X,,,,DEC 20,2022,15,24,,,,,,,,10.1002/cssc.202201554,http://dx.doi.org/10.1002/cssc.202201554,,NOV 2022,,,,,,36178074,,,,,WOS:000879916400001,View Full Record in Web of Science
J,"Guzmán-González, G; Alvarez-Tirado, M; Olmedo-Martínez, JL; Picchio, ML; Casado, N; Forsyth, M; Mecerreyes, D",,,,"Guzman-Gonzalez, Gregorio; Alvarez-Tirado, Marta; Olmedo-Martinez, Jorge L.; Picchio, Matias L.; Casado, Nerea; Forsyth, Maria; Mecerreyes, David",,,Lithium Borate Ionic Liquids as Single-Component Electrolytes for Batteries,ADVANCED ENERGY MATERIALS,,,,,,,,,,,,"Current electrolytes for lithium batteries are usually composed of at least two chemical compounds, an organic solvent such as a cyclic carbonate and a lithium salt such as LiPF6. Here, the concept of using a single-component electrolyte is demonstrated in lithium batteries based on new lithium borate ionic liquids at room temperature. The design concept of this class of lithium ionic liquids (LiILs) is based on an asymmetrically substituted central tetracoordinate boron atom with oligoethylene glycol groups, fluorinated electron-attracting groups, and one alkane group. The optimized borate-Li+ LiILs show a high ionic conductivity value of >10(-4) S cm(-1) at 25 degrees C, high lithium transference numbers (tLi+${t_{L{i<^>{\bm{ + }}}}}$ = 0.4 - 0.5) and electrochemical stability (>4 V). Some of the LiILs present high compatibility with lithium-metal electrodes showing stable polarization profiles in platting/stripping tests. The selected LiIL is investigated as single-component electrolytes in lithium-metal battery cells showing discharge capacity values in Li-0/LiIL/lithium-iron phosphate and Li-0/LiIL/lithium titanate cells of 124 and 75 mAh g(-1), respectively, at a C-rate of 0.2 C and 65 degrees C with low-capacity loss.",,,,,"Picchio, Matias/ADC-5746-2022; Mecerreyes, David/K-7541-2014; Forsyth, Maria/ABH-8102-2020; Casado, Nerea/ABG-9247-2020","Picchio, Matias/0000-0003-3454-5992; Mecerreyes, David/0000-0002-0788-7156; Forsyth, Maria/0000-0002-4273-8105; Casado, Nerea/0000-0003-0799-5111; Guzman-Gonzalez, Gregorio/0000-0002-8080-0862",,,,,,,,,,,,,1614-6832,1614-6840,,,,JAN 6,2023,13,1,,,,,,,,10.1002/aenm.202202974,http://dx.doi.org/10.1002/aenm.202202974,,NOV 2022,,,,,,,,,,,WOS:000879289500001,View Full Record in Web of Science
J,"Chen, ZM; Du, T; Sorensen, SS; Christensen, R; Zhang, Q; Jensen, LR; Magdysyuk, OV; Diaz-Lopez, M; Bauchy, M; Yue, YZ; Smedskjaer, MM",,,,"Chen, Zhimin; Du, Tao; Sorensen, Soren S.; Christensen, Rasmus; Zhang, Qi; Jensen, Lars R.; V. Magdysyuk, Oxana; Diaz-Lopez, Maria; Bauchy, Mathieu; Yue, Yuanzheng; Smedskjaer, Morten M.",,,Structure dependence of fracture toughness and ionic conductivity in lithium borophosphate glassy electrolytes for all-solid-state batteries,JOURNAL OF POWER SOURCES,,,,,,,,,,,,"Glass materials are potential candidates as solid electrolytes for batteries, but the atomistic origins of the variations in their properties and functionalities with composition are not well understood. Here, based on combined experimental and simulation techniques, we investigate the structural origin of the variation in fracture toughness and ionic conductivity of lithium borophosphate glass electrolytes with varying compositions. We focus on these properties since they are critically important for mechanical stability and electrochemical performances of glassy electrolytes. To this end, we have performed molecular dynamics simulations combined with X-ray total scattering experiments to provide the atomic picture of the disordered structure of borophosphate glass. The mechanical properties have been characterized through single-edge precracked beam measurements and axial tensile simulations. We find that the deformation and fracture behaviors of the electrolytes are governed by bond switching events of boron, which dissipate the strain energy during fracture. The migration of lithium ions in the electrolyte network is facilitated by hopping between superstructural rings, which reflects the important role of medium-range order structure in determining the lithium-ion diffusion. These findings have important implications for the design of future glassy electrolytes.",,,,,"Diaz-Lopez, Maria/AAA-8161-2022; Magdysyuk, Oxana/C-4067-2019; Yue, Yuanzheng/H-1313-2011; Magdysyuk, Oxana V./C-4067-2019; Bauchy, Mathieu/G-3675-2010; Smedskjaer, Morten/E-9631-2013","Christensen, Rasmus/0000-0003-2654-1545; DIAZ-LOPEZ, Maria/0000-0001-5670-1859; Sorensen, Soren Strandskov/0000-0003-2230-7823; Jensen, Lars Rosgaard/0000-0003-1617-0306; Yue, Yuanzheng/0000-0002-6048-5236; Zhang, Qi/0009-0008-7041-0642; Magdysyuk, Oxana V./0000-0003-3842-3239; Chen, Zhimin/0000-0002-1017-7171;",,,,,,,,,,,,,0378-7753,1873-2755,,,,JAN 1,2023,553,,,,,,,,232302,10.1016/j.jpowsour.2022.232302,http://dx.doi.org/10.1016/j.jpowsour.2022.232302,,NOV 2022,,,,,,,,,,,WOS:000882516000003,View Full Record in Web of Science
J,"Huang, BY; Lai, PB; Hua, HM; Ma, HS; Li, RY; Shen, X; Zhang, P; Zhang, YJ; Zhao, JB",,,,"Huang, Boyang; Lai, Pengbin; Hua, Haiming; Ma, Haoshen; Li, Ruiyang; Shen, Xiu; Zhang, Peng; Zhang, Yingjie; Zhao, Jinbao",,,Application for the porous structure of cellulose separators: Ionic conduction path in lithium-ion battery,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,,,,,,,,,,,,"In lithium-ion batteries, separator is an important component as its porous structure is the ionic conduction path. Renewable biomacromolecule cellulose separators have pores that can be modified, and the modification has the potential to affect ion conduction. In this work, functionalized separators based on cellulose are pre-pared, which can affect the conduction behavior of ions. The cellulose separators TF4030 are firstly Atomic Layer Deposition (ALD) treated to get a silica reinforcement coating layer on the cellulose fibers; then, the ALD layer is further chemically modified to graft specific boron-containing groups -NH-B(OH)2 and form a functional structure on the surface of cellulose fibers. The conduction of lithium-ions is promoted due to the widely distributed electron-deficient boronic groups in the pores of the separator, reflected as the increased lithium-ion transference number of 0.48. Proved by Density Functional Theory (DFT) Calculations, the essen-tial reason for this phenomenon is that the binding of electron-deficient boron groups and anions weakens the conduction of anions as well as the binding of electron-deficient boron groups and solvents influences the des-olvation of lithium-ions in electrolytes. As a result, batteries assembled with functionalized cellulose separators have better battery performances, including cycle stability and capacity retention at high current rates.",,,,,"Yang, Jing/HZJ-3722-2023; zhao, jin/LBH-0351-2024",,,,,,,,,,,,,,1572-6657,1873-2569,,,,DEC 1,2022,926,,,,,,,,116937,10.1016/j.jelechem.2022.116937,http://dx.doi.org/10.1016/j.jelechem.2022.116937,,NOV 2022,,,,,,,,,,,WOS:000882200500008,View Full Record in Web of Science
J,"Liu, R; Zhang, GY; Li, Y; Zhang, JF",,,,"Liu, Rong; Zhang, Genyan; Li, Ying; Zhang, Jinfang",,,Nanocomposite polymer electrolytes for solid-state lithium-ion batteries with enhanced electrochemical properties,JOURNAL OF APPLIED POLYMER SCIENCE,,,,,,,,,,,,"Solid-state polymer electrolytes (SPEs) have attracted significant attention owing to their improvement in high energy density and high safety performance. However, the low lithium-ion conductivity of SPEs at room temperature restricts their further application in lithium-ion batteries (LIBs). Herein, we propose a novel poly (ethylene oxide) (PEO)-based nanocomposite polymer electrolytes by blending boron-containing nanoparticles (BNs) in the PEO matrix (abbreviated as: PEO/BNs NPEs). The boron atom of BNs is sp(2)-hybridized and contains an empty p-orbital that can interact with the anion of lithium salt, promoting the dissociation of the lithium salts. In addition, the introduction of the BNs could reduce the crystallinity of PEO. And thus, the ionic conductivity of PEO/BNs NPEs could reach as high as 1.19 x 10(-3) S cm(-1) at 60 degrees C. Compared to the pure PEO solid polymer electrolyte (PEO SPEs), the PEO/BNs NPEs showed a wider electrochemical window (5.5 V) and larger lithium-ion migration number (0.43). In addition, the cells assembled with PEO/BNs NPEs exhibited good cycle performance with an initial discharge capacity of 142.5 mA h g(-1) and capacity retention of 87.7% after 200 cycles at 2 C (60 degrees C).",,,,,"li, Yunfan/HZJ-8983-2023",,,,,,,,,,,,,,0021-8995,1097-4628,,,,JAN 15,2023,140,3,,,,,,,,10.1002/app.53337,http://dx.doi.org/10.1002/app.53337,,NOV 2022,,,,,,,,,,,WOS:000878259500001,View Full Record in Web of Science
J,"Li, YN; Hu, AJ; Gan, XD; He, M; Zhu, J; Chen, W; Hu, Y; Lei, TY; Li, F; Li, YY; Fan, YX; Wang, F; Zhou, MJ; Wen, A; Li, BH",,,,"Li, Yinuo; Hu, Anjun; Gan, Xingdong; He, Miao; Zhu, Jun; Chen, Wei; Hu, Yin; Lei, Tianyu; Li, Fei; Li, Yaoyao; Fan, Yuxin; Wang, Fan; Zhou, Mingjie; Wen, An; Li, Baihai",,,Synergy of in-situ heterogeneous interphases tailored lithium deposition,NANO RESEARCH,,,,,,,,,,,,"The implementation of a robust artificial solid electrolyte interphase (ASEI) to replace the unstable natural SEI can regulate lithium deposition behaviors and avoid the safety hazards caused by dendrites permeation in lithium metal batteries. Despite of devoted efforts in tailoring components of ASEI, the intrinsic mechanism of interfacial synergy within the heterogeneous interphases has not been well elucidated yet. Herein, we show that the lithium plating/striping behaviors can be substantially enhanced (over 900 h with an overpotential of less than 20 mV at 1 mA.cm(-2) in Li vertical bar Li symmetric cells and 146 cycles in anode-free cells) by regulating the heterogeneous interphases. This favorable ASEI composed of LIF and Li3N components can be in-situ generated during cycling by large-scale fabricated fluorinated boron nitride coatings. Further, the synergy of each heterogeneous component within ASEI was explored theoretically and experimentally. Li3N has high adsorption energy and low ion diffusion barrier, which facilitates the transport of lithium ions and avoids its local accumulation to evolve into dendrites. Both the substrate and LiF are interfacially stable with high electron tunneling barriers, preventing the electrolyte decomposition and parasitic reactions. Finally, the high stiffness of the boron nitride also ensures lithium dendrites are suppressed once they grow, providing a stable environment for long-term cycling of lithium metal batteries.",,,,,"lei, tianyu/AAQ-6796-2020; Hu, Anjun/AAS-2043-2020; Hu, Yin/GPG-0881-2022; Chen, Wei/LFS-5385-2024",,,,,,,,,,,,,,1998-0124,1998-0000,,,,JUN,2023,16,6,,,SI,,8304,8312,,10.1007/s12274-022-5004-0,http://dx.doi.org/10.1007/s12274-022-5004-0,,NOV 2022,,,,,,,,,,,WOS:000878469000001,View Full Record in Web of Science
J,"Chae, OB; Adiraju, VAK; Lucht, BL",,,,"Chae, Oh B.; Adiraju, Venkata A. K.; Lucht, Brett L.",,,Performance Improvement of Lithium Metal Batteries Enabled By LiBF3CN as a New Electrolyte Additive,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,,,,,,,,,,,,"A newly synthesized electrolyte additive, lithium trifluoro(cyano) borate (LiBF3CN), has been investigated for electrochemical performance improvement of lithium metal batteries. The LiBF3CN has a structure where one fluorine atom of BF4 (-) is substituted with a cyano group (-CN) prepared by the reaction of boron trifluoride etherate with lithium cyanide. The electrochemical performance in symmetric Li/Li cells and NCM523/Li cells is significantly improved upon the incorporation of LiBF3CN as an electrolyte additive into a carbonate-based electrolyte. Extensive characterization of the deposited lithium metal reveals that a thin (approximate to 20 nm) and robust SEI composed of LiNxOy, Li3N and Li2O is formed by the reductive decomposition of the LiBF3CN additive, which plays an important role in decreasing the resistance and stabilizing lithium deposition/stripping. The insight into the substitution effect of a functional group obtained from this work provides guidance for the design of new electrolyte additives.",,,,,,"Adiraju, Venkata A.K./0000-0001-6027-7288",,,,,,,,,,,,,0013-4651,1945-7111,,,,NOV 1,2022,169,11,,,,,,,110506,10.1149/1945-7111/ac9d67,http://dx.doi.org/10.1149/1945-7111/ac9d67,,,,,,,,,,,,,WOS:000878377000001,View Full Record in Web of Science
J,"Gao, DY; Zhong, JY; Li, Y; Zhang, YY; Zhao, SH; Guo, ZL; Lin, J; Fang, Y; Tang, CC",,,,"Gao, Dongyue; Zhong, Jinyou; Li, Ying; Zhang, Yaoyu; Zhao, Shihui; Guo, Zhonglu; Lin, Jing; Fang, Yi; Tang, Chengchun",,,Efficient polyselenides anchoring and conversion by functionalized Mo2B2 MBene for advanced Li-Se battery,JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,"The large-scale applications of lithium-selenium (Li-Se) batteries have not been realized due to the dis-solution of high-order polyselenides in electrolytes as well as the sluggish kinetics of low-order poly-selenides. To solve these problems, we systematically investigated the electrocatalysis and anchoring properties of two-dimensional transition metal boride (MBene) as cathode material for the enhanced electrochemical performance of Li-Se batteries via first principles calculations based on Density Functional Theory (DFT). Our results reveal that O/F-functionalized Mo2B2 MBenes exhibit suitable binding strength, which maintains the structure of polyselenides and effectively inhibits the shuttle effect. Meanwhile, Mo2B2O2 and Mo2B2F2 MBenes exhibit remarkable electronic conductivity even after the binding of Li2Se, facilitating the redox electrochemistry in Li-Se batteries. Further results indicate excellent electrocatalysis activity for Li-Se batteries with ultra-low kinetic energy barriers, including the diffusion and decomposition of Li2Se, which can improve the coulomb efficiency and capability of Li-Se batteries. We suppose that Mo2B2O2 and Mo2B2F2 MBenes can be regarded as promising anchoring and catalytic materials in Li-Se batteries, and our discovery will provide a novel strategy to design high-efficient cathode of Li-Se batteries.(c) 2022 Elsevier B.V. All rights reserved.",,,,,"Zhang, Yaoyu/LKJ-9623-2024; Guo, Zhonglu/S-4741-2017",,,,,,,,,,,,,,0925-8388,1873-4669,,,,JAN 15,2023,932,,,,,,,,167722,10.1016/j.jallcom.2022.167722,http://dx.doi.org/10.1016/j.jallcom.2022.167722,,OCT 2022,,,,,,,,,,,WOS:000883477200001,View Full Record in Web of Science
J,"Moghadam, YS; El Kharbachi, A; Cambaz, MA; Dinda, S; Diemant, T; Hu, Y; Melinte, G; Fichtner, M",,,,"Moghadam, Yasaman Shirazi; El Kharbachi, Abdel; Cambaz, Musa Ali; Dinda, Sirshendu; Diemant, Thomas; Hu, Yang; Melinte, Georgian; Fichtner, Maximilian",,,Borate-Based Surface Coating of Li-Rich Mn-Based Disordered Rocksalt Cathode Materials,ADVANCED MATERIALS INTERFACES,,,,,,,,,,,,"Upon cycling, Li-rich Mn-based disordered rocksalt (DRS) oxyfluoride cathode materials undergo unwanted degradation processes, which are triggered by chemical side reactions or irreversible oxygen redox activity, especially at high voltages and in contact with the electrolyte. A surface coating can be an effective strategy to mitigate these parasitic reactions. However, oxyfluorides generally experience limited stability, which makes the application of coatings requiring high temperatures challenging. For this purpose, this study is dealing with the implementation of a chemically inert and Li ion conducting borate-based coating at mild-temperature (300 degrees C), following a dry process on the Li2Mn2/3Ti1/3O2F particles. Electrochemical characterization, as function of the amount of coating, C-rate and temperature, indicate that the coated samples possess considerably improved capacity retention and reduced Mn-dissolution, however, at the cost of a measurable initial capacity loss. The authors further demonstrate that the presence of the coating reduces the interfacial resistance, which is beneficial for Li ion transfer. The 3 wt%-coated sample loses only 27% of the capacity, where around 130 mAh g(-1) after 100 cycles is retained. The utilization of surface modification can open up a path for further development of DRS cathode materials with high performance for Li-ion batteries.",,,,,"; Hu, Yang/F-7781-2014; El Kharbachi, Abdel/S-5978-2016; El Kharbachi, A./S-5978-2016; Moghadam, Yasaman/AAR-4863-2020; Cambaz, Musa/S-9574-2017; Fichtner, Maximilian/A-4731-2013","Hu, Yang/0000-0001-6864-6498; El Kharbachi, A./0000-0003-4332-1544; Dinda, Sirshendu/0000-0002-8911-3647;",,,,,,,,,,,,,2196-7350,,,,,DEC,2022,9,35,,,,,,,,10.1002/admi.202201200,http://dx.doi.org/10.1002/admi.202201200,,OCT 2022,,,,,,,,,,,WOS:000872169200001,View Full Record in Web of Science
J,"Wang, YX; Liu, RJ; Chen, WD; Li, WM; Zheng, W; Zhang, H; Zhang, ZY",,,,"Wang, Yuxin; Liu, Renjie; Chen, Wendi; Li, Wenming; Zheng, Wei; Zhang, Hui; Zhang, Zhongyi",,,Bimetallic Sulfides Embedded in a Boron Modulated Carbon Matrix as the Bifunctional Catalyst with a Low Oxygen Evolution Reaction Overpotential for an Advanced Zinc-Air Battery,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,,,,,,,,,,,,"A composite bifunctional catalyst (FeNiS-NBC/C) was prepared with iron nickel sulfide nanoparticles embedded in a hybrid carbon matrix. The unique introduction of the boron element modulated the structure in achieving an ultralow oxygen evolution reaction (OER) overpotential. The incorporation of cellulose in the synthesis has improved the oxygen reduction reaction (ORR) performance. In the two-step synthesized FeNiS-NBC/C, a mixed transport network formed, with enhanced heterostructures and abundant catalytic sites. FeNiSNBC/C exhibits the OER overpotential of 216 mV at the current density of 10 mA cm-2, as well as with the excellent ORR performance. The low OER overpotential reduces the oxidation corrosion in the rechargeable zinc-air batteries. The zinc-air battery with a liquid electrolyte assembled using FeNiS-NBC/C exhibited the power density of 133.0 mW cm-2 and specific capacity of 797.8 mAh g-1. The solid-state zinc-air battery assembled using FeNiS-NBC/C exhibited the power density of 61.4 mW cm-2 and can be stably charge-discharge cycled for 46 h. This work pointed out a novel avenue to construct bifunctional catalysts in the future for advanced zinc-air batteries.",,,,,"zhang, zhongyi/S-7727-2016; Zheng, Weijie/NMK-5286-2025",,,,,,,,,,,,,,2168-0485,,,,,NOV 7,2022,10,44,,,,,14486,14494,,10.1021/acssuschemeng.2c03971,http://dx.doi.org/10.1021/acssuschemeng.2c03971,,OCT 2022,,,,,,,,,,,WOS:000876811700001,View Full Record in Web of Science
J,"Zou, YM; Sun, CC; Li, SW; Bai, M; Du, YX; Zhang, M; Xu, F; Ma, Y",,,,"Zou, Yi-ming; Sun, Chang-chun; Li, Shao-wen; Bai, Miao; Du, Yu-xuan; Zhang, Min; Xu, Fei; Ma, Yue",,,"Construction of a flexible, integrated rechargeable Li battery based on a coaxial anode with a carbon fiber core encapsulated in FeNiMnO4 and a nitrogen-doped carbon sheath",NEW CARBON MATERIALS,,,,,,,,,,,,"A coaxial anode with a carbon fiber core encapsulated in nanocrystalline FeNiMnO4 with a nitrogen-doped carbon sheath was prepared using carbon fiber cloth as the core, FeNiMnO4 nanocrystallite arrays as the first coating layer and nitrogen-doped carbon derived from F127 (a kind of triblock copolymer)-resorcinol-melamine gel as the outer layer. After annealing at 600 degrees C it was used as the anode material of an all solid flexible lithium ion battery using LiFePO4 as the cathode material and boron nitride modified polyethylene oxide as the electrolyte. The battery had a large areal capacity of similar to 1.40 mAh cm(-2) and satisfactory cycling stability under different bending and strain states. Annealing below 600 degrees C leads to incomplete carbonization of the nitrogen-doped carbon and thus a low electrical conductivity while above 600 degrees C aggregation of FeNiMnO4 nanocrystallites and their detachment during cycling are observed under bending and strain.",,,,,"徐, 飞/KOD-5175-2024; zhang, min/IYI-9869-2023; kearon, mars/IAO-7213-2023","Xu, Fei/0000-0003-2446-8903",,,,,,,,,,,,,2097-1605,1872-5805,,,,OCT,2022,37,5,,,,,944,955,,10.1016/S1872-5805(22)60617-6,http://dx.doi.org/10.1016/S1872-5805(22)60617-6,,OCT 2022,,,,,,,,,,,WOS:000879556400009,View Full Record in Web of Science
J,"Liu, ZH; Zhang, TF; Ju, SL; Ji, YD; Hu, ZT; Lv, YT; Xia, GL; Yu, XB",,,,"Liu, Zhenhua; Zhang, Tengfei; Ju, Shunlong; Ji, Yanda; Hu, Zhaotong; Lv, Yingtong; Xia, Guanglin; Yu, Xuebin",,,Fast Ionic Migration from Bulk to Interface in the Li(NH3)XBH4@SiO2 Composite,ACS APPLIED ENERGY MATERIALS,,,,,,,,,,,,"Lithium borohydride (LiBH4), with high compatibility to lithium anode, low grain boundary resistance, and light mass, is regarded as a promising solid-state electrolyte. However, poor ionic conductivity at room temperature limits its practical application in all-solid-state lithium-ion batteries (ASSLBs). In the present study, Li(NH3)xBH4@SiO2 (0 < x < 0.5) composites were obtained by ammonia absorption and simple ball-milling. Among them, Li(NH3)0.5BH4@ SiO2 exhibits a high ionic conductivity of 3.95 x 10-2 S cm-1 at 60 degrees C, with a lithium transference number up to 0.9999 at 30 degrees C. More importantly, the experimental results and density functional theory (DFT) calculations show that the skeleton and interfacial interaction of silica can effectively improve the electrochemical performance of the full cell. All-solid-state lithium-sulfur batteries exhibit a specific discharge capacity of 1221.7 mAh g-1 after 10 cycles. Reversible capacities of 1589, 1381, 1176, 969, and 695 mAh g-1 could be achieved at 0.1, 0.2, 0.3, 0.5, and 1C, respectively. These findings prove that Li(NH3)xBH4@SiO2 is an attractive electrolyte for next-generation ASSLBs.",,,,,"Ji, Yanda/C-9366-2013; Ju, Shunlong/ABI-6208-2020; Xia, Guanglin/D-6117-2015; Yu, Xuebin/E-9785-2012","Ju, Shunlong/0000-0003-4342-0729; Xia, Guanglin/0000-0002-3493-4309;",,,,,,,,,,,,,2574-0962,,,,,OCT 19,2022,5,11,,,,,14301,14310,,10.1021/acsaem.2c02871,http://dx.doi.org/10.1021/acsaem.2c02871,,OCT 2022,,,,,,,,,,,WOS:000875657300001,View Full Record in Web of Science
J,"Wang, XX; Song, ZY; Wu, H; Yu, HL; Feng, WF; Armand, M; Huang, XJ; Zhou, ZB; Zhang, H",,,,"Wang, Xingxing; Song, Ziyu; Wu, Hao; Yu, Hailong; Feng, Wenfang; Armand, Michel; Huang, Xuejie; Zhou, Zhibin; Zhang, Heng",,,Anion Donicity of Liquid Electrolytes for Lithium Carbon Fluoride Batteries,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,,,,,,,,,,,,"The increasing demand for high-energy powers have greatly incentivized the development of lithium carbon fluoride (Li||CFx) cells. Five kinds of non-aqueous liquid electrolytes with various kinds of lithium salts (LiX, X=PF6-, TFSI-, BF4-, ClO4-, and CF3SO3-) were comparatively studied. Intriguingly, the LiBF4-based electrolyte show relatively moderate ionic conductivities; yet, the corresponding Li||CFx cells deliver the highest discharge capacities among them. A combination of morphological and compositional analyses of the discharge CFx cathode suggest that the moderate donicity of BF4- anion is accountable for favoring the breakdown of C-F bonds, and subsequently forming crystalline lithium fluoride as the main discharge products. This work brings not only fresh understanding on the role of salt anions for Li||CFx cells, but also inspire the electrolyte design for other conversion-type (sulfur and/or organosulfur) cathode materials desired for high-energy applications.",,,,,"; Armand, Michel/HMV-0633-2023; Huang, Xuejie/ACZ-0959-2022; Zhang, Heng/AAD-4450-2020; yu, hailong/F-7716-2011","Zhang, Heng/0000-0002-8811-6336;",,,,,,,,,,,,,1433-7851,1521-3773,,,,NOV 21,2022,61,47,,,,,,,,10.1002/anie.202211623,http://dx.doi.org/10.1002/anie.202211623,,OCT 2022,,,,,,36165574,,,,,WOS:000869885900001,View Full Record in Web of Science
J,"Han, H; Wang, YY; Yu, XC; Ma, YN; Chen, X",,,,"Han, Hui; Wang, Ying-Ying; Yu, Xing-Chao; Ma, Yan-Na; Chen, Xuenian",,,"A Simple and Efficient Way to Directly Synthesize Unsolvated Alkali Metal (M = Na, K) Salts of [CB11H12]-",CRYSTALS,,,,,,,,,,,,"Alkali metal (M = Na, K) salts of the [CB11H12](-) anion have attracted increasing attention in many fields such as catalysis and all-solid-state batteries. However, tedious and low-yielding synthetic methods have seriously limited their application in these fields. We developed a facile method for the direct synthesis of the unsolvated potassium and sodium salts of the [CB11H12](-) anion in 66% and 68% yields, respectively, by reactions of Na[B11H14] with NaH/NaHMDS (sodium bis(trimethylsilyl)amide), CF3SiMe3 in THF and K[B11H14] with KH, CF3SiMe3 in DME. This method avoids the exchange of cation and significantly simplifies the reaction setup, thus enabling convenient large-scale synthesis. It is believed that this method will support further application of Na[CB11H12] and K[CB11H12] as solid electrolytes for an all-solid-state battery.",,,,,"; Han, Hui/IUM-9559-2023","Ma, Yan-Na/0000-0001-5297-1851;",,,,,,,,,,,,,,2073-4352,,,,OCT,2022,12,10,,,,,,,1339,10.3390/cryst12101339,http://dx.doi.org/10.3390/cryst12101339,,,,,,,,,,,,,WOS:000872777800001,View Full Record in Web of Science
J,"Zheng, CL",,,,"Zheng, Changlin (Allen)",,,Examining the Benefits of Using Boron Compounds in Lithium Batteries: A Comprehensive Review of Literature,BATTERIES-BASEL,,,,,,,,,,,,"Boron and boron compounds have been extensively studied together in the history and development of lithium batteries, which are crucial to decarbonization in the automotive industry and beyond. With a wide examination of battery components, but a boron-centric approach to raw materials, this review attempts to summarize past and recent studies on the following: which boron compounds are studied in a lithium battery, in which parts of lithium batteries are they studied, what improvements are offered for battery performance, and what improvement mechanisms can be explained. The uniqueness of boron and its extensive application beyond batteries contextualizes the interesting similarity with some studies on batteries. At the end, the article aims to predict prospective trends for future studies that may lead to a more extensive use of boron compounds on a commercial scale.",,,,,,"Zheng, Changlin/0000-0001-5843-3042",,,,,,,,,,,,,,2313-0105,,,,OCT,2022,8,10,,,,,,,187,10.3390/batteries8100187,http://dx.doi.org/10.3390/batteries8100187,,,,,,,,,,,,,WOS:000872262400001,View Full Record in Web of Science
